gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService_flag,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,ServiceCount,tenure group,ChurnProbability,RevenueAtRisk,RetentionSegment,RecommendedAction
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.92667717,79.41623324751855,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,No,1,1,1,1,1,0,0,1,6,oldest Customers,0.18953444,991.8811114616692,Low Risk,Offer technical support
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,No,1,0,0,0,0,0,1,1,3,Below 3 years,0.8497965,1136.560294124484,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,1725.4,No,1,1,0,0,0,0,0,0,2,oldest Customers,0.04794242,82.71984906122088,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,1,0,0,0,1,1,0,0,3,Below 1 year,0.39219862,207.21814205348494,Low Risk,Promote security service
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.35648638,38.518353369832035,Low Risk,Promote long-term contract
Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,Yes,1,0,0,0,0,0,1,1,3,Below 3 years,0.5109129,1113.0748334884643,Medium Risk,Promote security service
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,No,1,1,0,0,0,1,1,0,4,Below 3 years,0.7016809,1119.0056131482124,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,Yes,1,0,0,1,0,0,0,0,2,Below 3 years,0.62348574,734.6220778673887,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.83997405,89.49923457503319,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,1,1,0,1,0,0,0,0,3,Below 1 year,0.80030966,264.1422026395798,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,1,1,0,0,1,0,0,0,3,Below 3 years,0.7291201,771.4819521009921,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.15,1419.4,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.0449818,63.847166948020465,Low Risk,Standard engagement
Female,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,No,0,0,1,1,1,1,1,0,5,Below 5 years,0.18534382,533.6419175505638,Low Risk,Standard engagement
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,1,0,0,0,0,0,1,0,2,Below 1 year,0.92200583,73.02286190986634,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,3314.15,No,1,1,0,0,0,0,1,1,4,Below 5 years,0.7326537,2428.124185165763,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,Yes,1,0,0,1,0,0,1,1,4,Below 1 year,0.88508004,453.559266242385,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No,0,0,0,1,0,1,0,0,2,Below 3 years,0.2914988,126.0003606453538,Low Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,1,1,0,0,1,0,0,1,4,Below 3 years,0.6632748,1059.415713623166,Medium Risk,Promote security service
Female,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No,0,0,1,1,1,1,0,1,5,Below 3 years,0.0638441,77.1332489810884,Low Risk,Standard engagement
Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Yes,1,0,1,0,0,0,1,1,4,Below 3 years,0.7439053,1209.329660475254,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.29659608,103.45271272659302,Low Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,1,1,1,0,0,0,0,0,3,Below 1 year,0.44481784,252.74549728631976,Medium Risk,Offer technical support
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.10766117,48.70053149238229,Low Risk,Standard engagement
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,1,1,0,0,0,0,0,1,3,Below 1 year,0.9256959,78.68415117263794,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Yes,1,1,0,1,1,0,1,0,5,Below 3 years,0.68945223,2081.8010112941265,Medium Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.7924887,176.17023671865465,High Risk - New Customer,Onboarding intervention
Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,0,0,0,0,0,0,0,1,1,Below 1 year,0.8628675,30.674938720464706,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,1,1,1,1,0,0,0,1,5,Below 3 years,0.6565187,1745.9458247661591,Medium Risk,Offer technical support
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.90812826,64.61332581043244,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,1,0,0,0,0,0,1,1,3,Below 1 year,0.92517126,83.77425723671912,High Risk - High Value,Priority retention offer
Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.7308471,1325.0989137887955,High Risk - General,Promote security service
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,1,1,0,1,0,0,1,1,5,Below 5 years,0.40144333,2253.88351778239,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,1,0,0,0,0,1,0,0,2,Below 1 year,0.8676269,65.85288212299348,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8578897,39.119770860672,High Risk - New Customer,Onboarding intervention
Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8877547,62.14282751083374,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8447538,201.00916714370248,High Risk - New Customer,Onboarding intervention
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.107855074,36.91879186704755,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,1,0,0,0,0,0,1,3,Below 1 year,0.8655294,741.4557759225369,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15,7365.3,No,1,1,0,1,0,1,1,1,6,oldest Customers,0.19943531,1468.9008782520891,Low Risk,Promote security service
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No,1,1,0,1,1,0,1,1,6,oldest Customers,0.42508918,3112.9918319553135,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,1,1,0,1,1,0,1,1,6,oldest Customers,0.21307835,1135.7502202570438,Low Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.88690096,62.038722249865536,High Risk - New Customer,Onboarding intervention
Male,No,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No,1,1,1,1,0,1,0,0,5,oldest Customers,0.11012685,501.24237138032913,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1474.75,Yes,1,0,0,0,0,0,0,0,1,Below 3 years,0.7306823,1077.573741748929,High Risk - General,Promote security service
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,1,1,0,1,1,1,1,1,7,Below 5 years,0.28409186,1503.755033648014,Low Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,1,1,0,0,1,0,1,0,4,Below 1 year,0.88219476,523.5384788155557,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,1,0,0,0,1,1,1,1,5,Below 3 years,0.09730695,199.9074019432068,Low Risk,Promote security service
Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,4729.3,No,1,1,1,0,1,1,0,1,6,oldest Customers,0.07249164,342.8347053073347,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,No,1,0,0,1,1,1,1,1,6,oldest Customers,0.10118321,500.5230011992156,Low Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.3227055,2379.1947582364082,Low Risk,Promote security service
Male,No,Yes,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,0,0,0,0,0,0,1,0,1,Below 3 years,0.37428296,377.74507346749306,Low Risk,Promote security service
Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,1,1,1,1,0,0,0,1,5,Below 1 year,0.7883212,530.6189977228642,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,1,0,0,0,1,0,0,0,2,Below 1 year,0.85402775,239.85369305610658,High Risk - New Customer,Onboarding intervention
Male,Yes,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes,0,0,0,0,1,1,0,1,3,Below 3 years,0.61533886,324.2528133004904,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,Yes,1,1,1,1,0,0,1,1,6,oldest Customers,0.5240473,3431.304605215788,Medium Risk,Offer technical support
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,No,1,1,0,1,1,0,1,0,5,Below 5 years,0.75748575,2977.3734784841536,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.47829553,9.422422036528587,Medium Risk,Promote long-term contract
Male,No,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,Yes,0,0,1,1,0,0,0,0,2,Below 1 year,0.63800377,68.17070245444775,Medium Risk,Offer technical support
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.3666476,30.37675375342369,Low Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,No,1,1,1,0,0,0,1,1,5,Below 3 years,0.82833725,1297.7973897904158,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.75683856,1743.2640974164008,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,1,1,0,0,0,0,0,0,2,Below 5 years,0.060032878,51.73933596555144,Low Risk,Standard engagement
Male,No,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No,1,1,0,0,0,0,0,0,2,oldest Customers,0.051961627,86.97337103411554,Low Risk,Standard engagement
Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,No,1,0,1,1,1,0,1,1,6,oldest Customers,0.19899565,1407.7748250484465,Low Risk,Offer technical support
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.058439255,15.407509517669677,Low Risk,Standard engagement
Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,1,1,1,0,0,1,1,1,6,Below 3 years,0.65233797,1870.7422087341547,Medium Risk,Promote long-term contract
Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.7402524,245.68976346254348,High Risk - New Customer,Onboarding intervention
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1,1,0,0,1,0,1,1,5,Below 1 year,0.88698375,1003.3560205459595,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,1,1,1,1,1,0,1,7,oldest Customers,0.18805002,1007.280512278527,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,1,1,0,1,1,1,1,1,7,oldest Customers,0.17519614,1383.7779599174858,Low Risk,Promote security service
Male,No,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.90336424,64.72604787647725,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.7961321,121.84801602363588,High Risk - New Customer,Onboarding intervention
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.85439104,263.7505135595798,High Risk - High Value,Priority retention offer
Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes,1,0,1,0,0,1,1,1,5,Below 1 year,0.7273774,605.4325911283494,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.6543866,4667.903071716428,Medium Risk,Promote security service
Female,Yes,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,1,0,0,1,1,1,0,0,4,oldest Customers,0.179649,714.266440808773,Low Risk,Promote security service
Male,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,No,1,0,1,0,1,1,1,1,6,Below 1 year,0.08777057,43.30599743425846,Low Risk,Standard engagement
Female,Yes,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,0,0,1,1,0,0,1,1,4,Below 5 years,0.58433026,1232.5570355206728,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.32959655,98.6482471972704,Low Risk,Promote long-term contract
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No,1,1,0,1,1,1,1,1,7,oldest Customers,0.30493352,2159.798369179666,Low Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.90601766,68.04192634820937,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.51412314,9.973988950252533,Medium Risk,Promote long-term contract
Female,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,No,0,0,1,1,1,1,1,1,6,oldest Customers,0.05151605,233.26466810703278,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.30747348,2364.4556929200885,Low Risk,Promote security service
Male,No,No,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes,1,0,0,0,0,0,1,0,2,Below 1 year,0.7152274,121.19528718292712,High Risk - New Customer,Onboarding intervention
Female,Yes,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes,1,1,0,0,0,1,0,0,3,Below 3 years,0.47193867,357.3047668159008,Medium Risk,Promote security service
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.61401284,12.034651613235475,Medium Risk,Promote long-term contract
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Yes,1,1,0,0,1,0,1,1,5,Below 5 years,0.7852583,2954.1416988372803,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No,0,0,0,1,1,0,0,0,2,Below 3 years,0.4963584,286.4732474565506,Medium Risk,Promote security service
Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,No,1,0,1,0,1,1,0,0,4,Below 3 years,0.16958138,213.39273388534784,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No,1,0,1,0,1,0,1,1,5,Below 5 years,0.46930993,1536.426835846901,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.20745555,95.48141489177942,Low Risk,Promote long-term contract
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.85909593,60.26557956337929,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,No,1,1,0,0,1,1,0,1,5,Below 3 years,0.52113134,1567.6412304610014,Medium Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8852663,122.12248663902281,High Risk - New Customer,Onboarding intervention
Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,1,1,0,0,0,0,1,1,4,Below 5 years,0.69210035,2601.6398059636354,Medium Risk,Promote security service
Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.1000953,64.51142205297947,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8123098,37.12255793213845,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,1,1,1,1,1,1,1,0,7,oldest Customers,0.10655313,805.211346977204,Low Risk,Standard engagement
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.67439693,13.589098182320594,Medium Risk,Promote long-term contract
Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,Yes,1,1,0,1,1,0,1,1,6,Below 3 years,0.763862,2070.257022947073,High Risk - High Value,Priority retention offer
Male,No,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,No,0,0,1,1,0,1,0,0,3,Below 1 year,0.36987114,54.14913482666016,Low Risk,Promote long-term contract
Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,No,1,1,1,1,1,1,0,0,6,Below 5 years,0.23230551,1273.9401963368057,Low Risk,Standard engagement
Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,Yes,1,0,1,0,0,0,1,1,4,Below 1 year,0.88412964,83.99231612682343,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.3385548,26.237996965646744,Low Risk,Promote long-term contract
Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,No,1,0,0,1,0,1,0,0,3,Below 5 years,0.3980266,1687.0157816469668,Low Risk,Promote security service
Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8601381,59.69358540773392,High Risk - New Customer,Onboarding intervention
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Yes,1,1,0,1,0,0,0,1,4,Below 3 years,0.7327237,2194.8372458696363,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.08044957,468.0113724958151,Low Risk,Standard engagement
